Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116
47,141,-1.14,NaN,NaN,0,NaN,NaN,NaN,47,141,-1.05,150.78125,155.1875,4.40625,0.9929823694,0,NaN,47,141,-1.14,NaN,NaN,0,NaN,NaN,NaN,47,141,-1.11,NaN,NaN,0,NaN,NaN,NaN,47,141,-1.11,"",NaN,NaN,NaN,NaN,NaN,47,141,-1.14,"",NaN,NaN,NaN,NaN,NaN,47,141,-1.11,"",NaN,NaN,NaN,NaN,NaN,47,141,-1.08,"",23,4.4375,1,0,NaN,47,141,-1.08,"",NaN,NaN,NaN,NaN,NaN,47,141,-1.08,"",NaN,NaN,NaN,NaN,NaN,47,141,-1.14,"",25,4.3125,1,0,NaN,47,141,-1.14,"",NaN,NaN,NaN,NaN,NaN,47,141,-1.11,"",NaN,NaN,NaN,NaN
47.5,142.5,-1.17,NaN,NaN,0,NaN,NaN,NaN,47.5,142.5,-1.08,NaN,NaN,0,NaN,NaN,NaN,47.5,142.5,-1.17,NaN,NaN,0,NaN,NaN,NaN,47.5,142.5,-1.14,NaN,NaN,0,NaN,NaN,NaN,47.5,142.5,-1.14,"",NaN,NaN,NaN,NaN,NaN,47.5,142.5,-1.17,"",NaN,NaN,NaN,NaN,NaN,47.5,142.5,-1.14,"",NaN,NaN,NaN,NaN,NaN,47.5,142.5,-1.11,"",NaN,NaN,NaN,NaN,NaN,47.5,142.5,-1.11,"",NaN,NaN,NaN,NaN,NaN,47.5,142.5,-1.11,"",NaN,NaN,NaN,NaN,NaN,47.5,142.5,-1.17,"",NaN,NaN,NaN,NaN,NaN,47.5,142.5,-1.17,"",NaN,NaN,NaN,NaN,NaN,47.5,142.5,-1.14,"",NaN,NaN,NaN,NaN
48,144,-1.2,150.71875,155.21875,4.5,1,0,NaN,48,144,-1.11,150.78125,155.1875,4.40625,0.9929823694,0,NaN,48,144,-1.2,150.75,155.1875,4.4375,0.993031274,0,NaN,48,144,-1.17,150.78125,155.1875,4.40625,1,0,NaN,48,144,-1.17,"",25,4.375,1,0,NaN,48,144,-1.2,"",25,4.3125,0.9928314488,0,NaN,48,144,-1.17,"",25,4.375,1,0,NaN,48,144,-1.14,"",NaN,NaN,NaN,NaN,NaN,48,144,-1.14,"",23,4.4375,1,0,NaN,48,144,-1.14,"",24,4.375,1,0,NaN,48,144,-1.2,"",NaN,NaN,NaN,NaN,NaN,48,144,-1.2,"",25,4.3125,0.9928314488,0,NaN,48,144,-1.17,"",25,4.375,1,0
48.5,145.5,-1.23,NaN,NaN,0,NaN,NaN,NaN,48.5,145.5,-1.14,NaN,NaN,0,NaN,NaN,NaN,48.5,145.5,-1.23,NaN,NaN,0,NaN,NaN,NaN,48.5,145.5,-1.2,NaN,NaN,0,NaN,NaN,NaN,48.5,145.5,-1.2,"",NaN,NaN,NaN,NaN,NaN,48.5,145.5,-1.23,"",NaN,NaN,NaN,NaN,NaN,48.5,145.5,-1.2,"",NaN,NaN,NaN,NaN,NaN,48.5,145.5,-1.17,"",NaN,NaN,NaN,NaN,NaN,48.5,145.5,-1.17,"",NaN,NaN,NaN,NaN,NaN,48.5,145.5,-1.17,"",NaN,NaN,NaN,NaN,NaN,48.5,145.5,-1.23,"",NaN,NaN,NaN,NaN,NaN,48.5,145.5,-1.23,"",NaN,NaN,NaN,NaN,NaN,48.5,145.5,-1.2,"",NaN,NaN,NaN,NaN
49,147,-1.26,NaN,NaN,0,NaN,NaN,NaN,49,147,-1.17,150.78125,155.1875,4.40625,0.9929823694,0,NaN,49,147,-1.26,NaN,NaN,0,NaN,NaN,NaN,49,147,-1.23,NaN,NaN,0,NaN,NaN,NaN,49,147,-1.23,"",NaN,NaN,NaN,NaN,NaN,49,147,-1.26,"",NaN,NaN,NaN,NaN,NaN,49,147,-1.23,"",NaN,NaN,NaN,NaN,NaN,49,147,-1.2,"",23,4.4375,1,0,NaN,49,147,-1.2,"",NaN,NaN,NaN,NaN,NaN,49,147,-1.2,"",NaN,NaN,NaN,NaN,NaN,49,147,-1.26,"",25,4.3125,1,0,NaN,49,147,-1.26,"",NaN,NaN,NaN,NaN,NaN,49,147,-1.23,"",NaN,NaN,NaN,NaN
49.5,148.5,-1.29,NaN,NaN,0,NaN,NaN,NaN,49.5,148.5,-1.2,NaN,NaN,0,NaN,NaN,NaN,49.5,148.5,-1.29,NaN,NaN,0,NaN,NaN,NaN,49.5,148.5,-1.26,NaN,NaN,0,NaN,NaN,NaN,49.5,148.5,-1.26,"",NaN,NaN,NaN,NaN,NaN,49.5,148.5,-1.29,"",NaN,NaN,NaN,NaN,NaN,49.5,148.5,-1.26,"",NaN,NaN,NaN,NaN,NaN,49.5,148.5,-1.23,"",NaN,NaN,NaN,NaN,NaN,49.5,148.5,-1.23,"",NaN,NaN,NaN,NaN,NaN,49.5,148.5,-1.23,"",24,4.375,1,0,NaN,49.5,148.5,-1.29,"",NaN,NaN,NaN,NaN,NaN,49.5,148.5,-1.29,"",NaN,NaN,NaN,NaN,NaN,49.5,148.5,-1.26,"",NaN,NaN,NaN,NaN
50,150,-1.32,150.71875,155.21875,4.5,1,0,NaN,50,150,-1.23,150.78125,155.1875,4.40625,0.9929823694,0,NaN,50,150,-1.32,150.75,155.1875,4.4375,0.993031274,0,NaN,50,150,-1.29,150.78125,155.1875,4.40625,1,0,NaN,50,150,-1.29,"",25,4.375,1,0,NaN,50,150,-1.32,"",25,4.3125,0.9928314488,0,NaN,50,150,-1.29,"",25,4.375,1,0,NaN,50,150,-1.26,"",NaN,NaN,NaN,NaN,NaN,50,150,-1.26,"",23,4.4375,1,0,NaN,50,150,-1.26,"",NaN,NaN,NaN,NaN,NaN,50,150,-1.32,"",NaN,NaN,NaN,NaN,NaN,50,150,-1.32,"",25,4.3125,0.9928314488,0,NaN,50,150,-1.29,"",25,4.375,1,0
50.5,151.5,-1.35,NaN,NaN,0,NaN,NaN,NaN,50.5,151.5,-1.26,NaN,NaN,0,NaN,NaN,NaN,50.5,151.5,-1.35,NaN,NaN,0,NaN,NaN,NaN,50.5,151.5,-1.32,NaN,NaN,0,NaN,NaN,NaN,50.5,151.5,-1.32,"",NaN,NaN,NaN,NaN,NaN,50.5,151.5,-1.35,"",NaN,NaN,NaN,NaN,NaN,50.5,151.5,-1.32,"",NaN,NaN,NaN,NaN,NaN,50.5,151.5,-1.29,"",NaN,NaN,NaN,NaN,NaN,50.5,151.5,-1.29,"",NaN,NaN,NaN,NaN,NaN,50.5,151.5,-1.29,"",NaN,NaN,NaN,NaN,NaN,50.5,151.5,-1.35,"",NaN,NaN,NaN,NaN,NaN,50.5,151.5,-1.35,"",NaN,NaN,NaN,NaN,NaN,50.5,151.5,-1.32,"",NaN,NaN,NaN,NaN
51,153,-1.38,NaN,NaN,0,NaN,NaN,NaN,51,153,-1.29,150.78125,155.1875,4.40625,0.9929823694,0,NaN,51,153,-1.38,NaN,NaN,0,NaN,NaN,NaN,51,153,-1.35,NaN,NaN,0,NaN,NaN,NaN,51,153,-1.35,"",NaN,NaN,NaN,NaN,NaN,51,153,-1.38,"",NaN,NaN,NaN,NaN,NaN,51,153,-1.35,"",NaN,NaN,NaN,NaN,NaN,51,153,-1.32,"",23,4.4375,1,0,NaN,51,153,-1.32,"",NaN,NaN,NaN,NaN,NaN,51,153,-1.32,"",24,4.375,1,0,NaN,51,153,-1.38,"",25,4.3125,1,0,NaN,51,153,-1.38,"",NaN,NaN,NaN,NaN,NaN,51,153,-1.35,"",NaN,NaN,NaN,NaN
51.5,154.5,-1.41,NaN,NaN,0,NaN,NaN,NaN,51.5,154.5,-1.32,NaN,NaN,0,NaN,NaN,NaN,51.5,154.5,-1.41,NaN,NaN,0,NaN,NaN,NaN,51.5,154.5,-1.38,NaN,NaN,0,NaN,NaN,NaN,51.5,154.5,-1.38,"",NaN,NaN,NaN,NaN,NaN,51.5,154.5,-1.41,"",NaN,NaN,NaN,NaN,NaN,51.5,154.5,-1.38,"",NaN,NaN,NaN,NaN,NaN,51.5,154.5,-1.35,"",NaN,NaN,NaN,NaN,NaN,51.5,154.5,-1.35,"",NaN,NaN,NaN,NaN,NaN,51.5,154.5,-1.35,"",NaN,NaN,NaN,NaN,NaN,51.5,154.5,-1.41,"",NaN,NaN,NaN,NaN,NaN,51.5,154.5,-1.41,"",NaN,NaN,NaN,NaN,NaN,51.5,154.5,-1.38,"",NaN,NaN,NaN,NaN
52,156,-1.44,150.71875,155.21875,4.5,1,0,NaN,52,156,-1.35,NaN,NaN,0,NaN,NaN,NaN,52,156,-1.44,150.75,155.1875,4.4375,0.993031274,0,NaN,52,156,-1.41,150.78125,155.1875,4.40625,1,0,NaN,52,156,-1.41,"",25,4.375,1,0,NaN,52,156,-1.44,"",25,4.3125,0.9928314488,0,NaN,52,156,-1.41,"",25,4.375,1,0,NaN,52,156,-1.38,"",NaN,NaN,NaN,NaN,NaN,52,156,-1.38,"",23,4.4375,1,0,NaN,52,156,-1.38,"",NaN,NaN,NaN,NaN,NaN,52,156,-1.44,"",NaN,NaN,NaN,NaN,NaN,52,156,-1.44,"",25,4.3125,0.9928314488,0,NaN,52,156,-1.41,"",25,4.375,1,0
52.5,157.5,-1.47,NaN,NaN,0,NaN,NaN,NaN,52.5,157.5,-1.38,NaN,NaN,0,NaN,NaN,NaN,52.5,157.5,-1.47,NaN,NaN,0,NaN,NaN,NaN,52.5,157.5,-1.44,NaN,NaN,0,NaN,NaN,NaN,52.5,157.5,-1.44,"",NaN,NaN,NaN,NaN,NaN,52.5,157.5,-1.47,"",NaN,NaN,NaN,NaN,NaN,52.5,157.5,-1.44,"",NaN,NaN,NaN,NaN,NaN,52.5,157.5,-1.41,"",NaN,NaN,NaN,NaN,NaN,52.5,157.5,-1.41,"",NaN,NaN,NaN,NaN,NaN,52.5,157.5,-1.41,"",NaN,NaN,NaN,NaN,NaN,52.5,157.5,-1.47,"",NaN,NaN,NaN,NaN,NaN,52.5,157.5,-1.47,"",NaN,NaN,NaN,NaN,NaN,52.5,157.5,-1.44,"",NaN,NaN,NaN,NaN
53,159,-1.5,NaN,NaN,0,NaN,NaN,NaN,53,159,-1.41,150.75,155.1875,4.4375,0.9964973623,0,NaN,53,159,-1.5,NaN,NaN,0,NaN,NaN,NaN,53,159,-1.47,NaN,NaN,0,NaN,NaN,NaN,53,159,-1.47,"",NaN,NaN,NaN,NaN,NaN,53,159,-1.5,"",NaN,NaN,NaN,NaN,NaN,53,159,-1.47,"",NaN,NaN,NaN,NaN,NaN,53,159,-1.44,"",23,4.4375,1,0,NaN,53,159,-1.44,"",NaN,NaN,NaN,NaN,NaN,53,159,-1.44,"",24,4.375,1,0,NaN,53,159,-1.5,"",25,4.3125,1,0,NaN,53,159,-1.5,"",NaN,NaN,NaN,NaN,NaN,53,159,-1.47,"",NaN,NaN,NaN,NaN
53.5,160.5,-1.53,NaN,NaN,0,NaN,NaN,NaN,53.5,160.5,-1.44,NaN,NaN,0,NaN,NaN,NaN,53.5,160.5,-1.53,NaN,NaN,0,NaN,NaN,NaN,53.5,160.5,-1.5,NaN,NaN,0,NaN,NaN,NaN,53.5,160.5,-1.5,"",NaN,NaN,NaN,NaN,NaN,53.5,160.5,-1.53,"",NaN,NaN,NaN,NaN,NaN,53.5,160.5,-1.5,"",NaN,NaN,NaN,NaN,NaN,53.5,160.5,-1.47,"",NaN,NaN,NaN,NaN,NaN,53.5,160.5,-1.47,"",NaN,NaN,NaN,NaN,NaN,53.5,160.5,-1.47,"",NaN,NaN,NaN,NaN,NaN,53.5,160.5,-1.53,"",25,4.3125,1,0,NaN,53.5,160.5,-1.53,"",NaN,NaN,NaN,NaN,NaN,53.5,160.5,-1.5,"",NaN,NaN,NaN,NaN
54,162,-1.56,150.71875,155.21875,4.5,1,0,NaN,54,162,-1.47,NaN,NaN,0,NaN,NaN,NaN,54,162,-1.56,150.75,155.1875,4.4375,0.993031274,0,NaN,54,162,-1.53,150.78125,155.1875,4.40625,1,0,NaN,54,162,-1.53,"",25,4.375,1,0,NaN,54,162,-1.56,"",24,4.375,1,0,NaN,54,162,-1.53,"",25,4.375,1,0,NaN,54,162,-1.5,"",NaN,NaN,NaN,NaN,NaN,54,162,-1.5,"",23,4.4375,1,0,NaN,54,162,-1.5,"",NaN,NaN,NaN,NaN,NaN,54,162,-1.56,"",25,4.3125,1,0,NaN,54,162,-1.56,"",24,4.375,1,0,NaN,54,162,-1.53,"",25,4.375,1,0
54.5,163.5,-1.59,NaN,NaN,0,NaN,NaN,NaN,54.5,163.5,-1.5,NaN,NaN,0,NaN,NaN,NaN,54.5,163.5,-1.59,NaN,NaN,0,NaN,NaN,NaN,54.5,163.5,-1.56,NaN,NaN,0,NaN,NaN,NaN,54.5,163.5,-1.56,"",NaN,NaN,NaN,NaN,NaN,54.5,163.5,-1.59,"",NaN,NaN,NaN,NaN,NaN,54.5,163.5,-1.56,"",NaN,NaN,NaN,NaN,NaN,54.5,163.5,-1.53,"",NaN,NaN,NaN,NaN,NaN,54.5,163.5,-1.53,"",NaN,NaN,NaN,NaN,NaN,54.5,163.5,-1.53,"",NaN,NaN,NaN,NaN,NaN,54.5,163.5,-1.59,"",25,4.3125,1,0,NaN,54.5,163.5,-1.59,"",NaN,NaN,NaN,NaN,NaN,54.5,163.5,-1.56,"",NaN,NaN,NaN,NaN
55,165,-1.62,NaN,NaN,0,NaN,NaN,NaN,55,165,-1.53,150.75,155.1875,4.4375,0.9964973623,0,NaN,55,165,-1.62,NaN,NaN,0,NaN,NaN,NaN,55,165,-1.59,NaN,NaN,0,NaN,NaN,NaN,55,165,-1.59,"",NaN,NaN,NaN,NaN,NaN,55,165,-1.62,"",NaN,NaN,NaN,NaN,NaN,55,165,-1.59,"",NaN,NaN,NaN,NaN,NaN,55,165,-1.56,"",23,4.4375,1,0,NaN,55,165,-1.56,"",NaN,NaN,NaN,NaN,NaN,55,165,-1.56,"",24,4.375,1,0,NaN,55,165,-1.62,"",25,4.3125,1,0,NaN,55,165,-1.62,"",NaN,NaN,NaN,NaN,NaN,55,165,-1.59,"",NaN,NaN,NaN,NaN
55.5,166.5,-1.65,NaN,NaN,0,NaN,NaN,NaN,55.5,166.5,-1.56,NaN,NaN,0,NaN,NaN,NaN,55.5,166.5,-1.65,NaN,NaN,0,NaN,NaN,NaN,55.5,166.5,-1.62,NaN,NaN,0,NaN,NaN,NaN,55.5,166.5,-1.62,"",NaN,NaN,NaN,NaN,NaN,55.5,166.5,-1.65,"",NaN,NaN,NaN,NaN,NaN,55.5,166.5,-1.62,"",NaN,NaN,NaN,NaN,NaN,55.5,166.5,-1.59,"",NaN,NaN,NaN,NaN,NaN,55.5,166.5,-1.59,"",NaN,NaN,NaN,NaN,NaN,55.5,166.5,-1.59,"",NaN,NaN,NaN,NaN,NaN,55.5,166.5,-1.65,"",25,4.3125,1,0,NaN,55.5,166.5,-1.65,"",NaN,NaN,NaN,NaN,NaN,55.5,166.5,-1.62,"",NaN,NaN,NaN,NaN
56,168,-1.68,150.71875,155.21875,4.5,1,0,NaN,56,168,-1.59,150.75,155.21875,4.46875,1,0,NaN,56,168,-1.68,150.75,155.21875,4.46875,0.9965217286,0,NaN,56,168,-1.65,150.78125,155.1875,4.40625,1,0,NaN,56,168,-1.65,"",25,4.375,1,0,NaN,56,168,-1.68,"",24,4.375,1,0,NaN,56,168,-1.65,"",25,4.375,1,0,NaN,56,168,-1.62,"",NaN,NaN,NaN,NaN,NaN,56,168,-1.62,"",23,4.4375,1,0,NaN,56,168,-1.62,"",NaN,NaN,NaN,NaN,NaN,56,168,-1.68,"",24,4.375,1.00722031,0,NaN,56,168,-1.68,"",24,4.375,1,0,NaN,56,168,-1.65,"",25,4.375,1,0
56.5,169.5,-1.71,NaN,NaN,0,NaN,NaN,NaN,56.5,169.5,-1.62,NaN,NaN,0,NaN,NaN,NaN,56.5,169.5,-1.71,NaN,NaN,0,NaN,NaN,NaN,56.5,169.5,-1.68,NaN,NaN,0,NaN,NaN,NaN,56.5,169.5,-1.68,"",NaN,NaN,NaN,NaN,NaN,56.5,169.5,-1.71,"",NaN,NaN,NaN,NaN,NaN,56.5,169.5,-1.68,"",NaN,NaN,NaN,NaN,NaN,56.5,169.5,-1.65,"",NaN,NaN,NaN,NaN,NaN,56.5,169.5,-1.65,"",NaN,NaN,NaN,NaN,NaN,56.5,169.5,-1.65,"",NaN,NaN,NaN,NaN,NaN,56.5,169.5,-1.71,"",25,4.3125,1,0,NaN,56.5,169.5,-1.71,"",NaN,NaN,NaN,NaN,NaN,56.5,169.5,-1.68,"",NaN,NaN,NaN,NaN
57,171,-1.74,NaN,NaN,0,NaN,NaN,NaN,57,171,-1.65,NaN,NaN,0,NaN,NaN,NaN,57,171,-1.74,NaN,NaN,0,NaN,NaN,NaN,57,171,-1.71,NaN,NaN,0,NaN,NaN,NaN,57,171,-1.71,"",NaN,NaN,NaN,NaN,NaN,57,171,-1.74,"",NaN,NaN,NaN,NaN,NaN,57,171,-1.71,"",NaN,NaN,NaN,NaN,NaN,57,171,-1.68,"",23,4.4375,1,0,NaN,57,171,-1.68,"",NaN,NaN,NaN,NaN,NaN,57,171,-1.68,"",24,4.375,1,0,NaN,57,171,-1.74,"",25,4.3125,1,0,NaN,57,171,-1.74,"",NaN,NaN,NaN,NaN,NaN,57,171,-1.71,"",NaN,NaN,NaN,NaN
57.5,172.5,-1.77,NaN,NaN,0,NaN,NaN,NaN,57.5,172.5,-1.68,NaN,NaN,0,NaN,NaN,NaN,57.5,172.5,-1.77,NaN,NaN,0,NaN,NaN,NaN,57.5,172.5,-1.74,NaN,NaN,0,NaN,NaN,NaN,57.5,172.5,-1.74,"",NaN,NaN,NaN,NaN,NaN,57.5,172.5,-1.77,"",NaN,NaN,NaN,NaN,NaN,57.5,172.5,-1.74,"",NaN,NaN,NaN,NaN,NaN,57.5,172.5,-1.71,"",NaN,NaN,NaN,NaN,NaN,57.5,172.5,-1.71,"",NaN,NaN,NaN,NaN,NaN,57.5,172.5,-1.71,"",NaN,NaN,NaN,NaN,NaN,57.5,172.5,-1.77,"",25,4.3125,1,0,NaN,57.5,172.5,-1.77,"",NaN,NaN,NaN,NaN,NaN,57.5,172.5,-1.74,"",NaN,NaN,NaN,NaN
58,174,-1.8,150.71875,155.21875,4.5,1,0,NaN,58,174,-1.71,150.75,155.21875,4.46875,1,0,NaN,58,174,-1.8,150.75,155.21875,4.46875,0.9965217286,0,NaN,58,174,-1.77,150.78125,155.1875,4.40625,1,0,NaN,58,174,-1.77,"",25,4.375,1,0,NaN,58,174,-1.8,"",24,4.375,1,0,NaN,58,174,-1.77,"",25,4.375,1,0,NaN,58,174,-1.74,"",NaN,NaN,NaN,NaN,NaN,58,174,-1.74,"",23,4.4375,1,0,NaN,58,174,-1.74,"",24,4.375,1,0,NaN,58,174,-1.8,"",26,4.25,0.9927271762,0,NaN,58,174,-1.8,"",24,4.375,1,0,NaN,58,174,-1.77,"",25,4.375,1,0
58.5,175.5,-1.83,NaN,NaN,0,NaN,NaN,NaN,58.5,175.5,-1.74,NaN,NaN,0,NaN,NaN,NaN,58.5,175.5,-1.83,NaN,NaN,0,NaN,NaN,NaN,58.5,175.5,-1.8,NaN,NaN,0,NaN,NaN,NaN,58.5,175.5,-1.8,"",NaN,NaN,NaN,NaN,NaN,58.5,175.5,-1.83,"",NaN,NaN,NaN,NaN,NaN,58.5,175.5,-1.8,"",NaN,NaN,NaN,NaN,NaN,58.5,175.5,-1.77,"",NaN,NaN,NaN,NaN,NaN,58.5,175.5,-1.77,"",NaN,NaN,NaN,NaN,NaN,58.5,175.5,-1.77,"",NaN,NaN,NaN,NaN,NaN,58.5,175.5,-1.83,"",26,4.25,0.9927271762,0,NaN,58.5,175.5,-1.83,"",NaN,NaN,NaN,NaN,NaN,58.5,175.5,-1.8,"",NaN,NaN,NaN,NaN
59,177,-1.86,NaN,NaN,0,NaN,NaN,NaN,59,177,-1.77,NaN,NaN,0,NaN,NaN,NaN,59,177,-1.86,NaN,NaN,0,NaN,NaN,NaN,59,177,-1.83,NaN,NaN,0,NaN,NaN,NaN,59,177,-1.83,"",NaN,NaN,NaN,NaN,NaN,59,177,-1.86,"",NaN,NaN,NaN,NaN,NaN,59,177,-1.83,"",NaN,NaN,NaN,NaN,NaN,59,177,-1.8,"",NaN,NaN,NaN,NaN,NaN,59,177,-1.8,"",NaN,NaN,NaN,NaN,NaN,59,177,-1.8,"",24,4.375,1,0,NaN,59,177,-1.86,"",26,4.25,0.9927271762,0,NaN,59,177,-1.86,"",NaN,NaN,NaN,NaN,NaN,59,177,-1.83,"",NaN,NaN,NaN,NaN
59.5,178.5,-1.89,NaN,NaN,0,NaN,NaN,NaN,59.5,178.5,-1.8,NaN,NaN,0,NaN,NaN,NaN,59.5,178.5,-1.89,NaN,NaN,0,NaN,NaN,NaN,59.5,178.5,-1.86,NaN,NaN,0,NaN,NaN,NaN,59.5,178.5,-1.86,"",NaN,NaN,NaN,NaN,NaN,59.5,178.5,-1.89,"",NaN,NaN,NaN,NaN,NaN,59.5,178.5,-1.86,"",NaN,NaN,NaN,NaN,NaN,59.5,178.5,-1.83,"",NaN,NaN,NaN,NaN,NaN,59.5,178.5,-1.83,"",NaN,NaN,NaN,NaN,NaN,59.5,178.5,-1.83,"",NaN,NaN,NaN,NaN,NaN,59.5,178.5,-1.89,"",26,4.25,0.9927271762,0,NaN,59.5,178.5,-1.89,"",NaN,NaN,NaN,NaN,NaN,59.5,178.5,-1.86,"",NaN,NaN,NaN,NaN
60,180,-1.92,150.71875,155.21875,4.5,1,0,NaN,60,180,-1.83,150.75,155.21875,4.46875,1,0,NaN,60,180,-1.92,150.71875,155.21875,4.5,1,0,NaN,60,180,-1.89,150.78125,155.1875,4.40625,1,0,NaN,60,180,-1.89,"",25,4.375,1,0,NaN,60,180,-1.92,"",24,4.375,1,0,NaN,60,180,-1.89,"",25,4.375,1,0,NaN,60,180,-1.86,"",23,4.4375,1,0,NaN,60,180,-1.86,"",23,4.4375,1,0,NaN,60,180,-1.86,"",24,4.375,1,0,NaN,60,180,-1.92,"",26,4.25,0.9927271762,0,NaN,60,180,-1.92,"",24,4.375,1,0,NaN,60,180,-1.89,"",25,4.375,1,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"",NaN,NaN,NaN,NaN
